,W_VM_G,HP_ID_Reg,W_ID,W_GEW,W_HOCH,W_SZ,W_AZ,zweck,wegkm,wegmin_imp1,ST_JAHR,ST_MONAT,ST_WOCHE,ST_WOTAG,W_SZS,W_SZM,W_AZS,W_AZM,W_FOLGETAG,weg_intermod
957,0.0,1157,3.0,0.327010851651021,87.64607333540387,46800.0,47700.0,9.0,0.49,15.0,2016.0,11.0,46.0,4.0,13.0,0.0,13.0,15.0,0.0,0.0
958,1.0,1157,4.0,0.327010851651021,87.64607333540387,47700.0,48600.0,4.0,4.75,15.0,2016.0,11.0,46.0,4.0,13.0,15.0,13.0,30.0,0.0,0.0
959,1.0,1157,5.0,0.327010851651021,87.64607333540387,49500.0,49800.0,8.0,0.95,5.0,2016.0,11.0,46.0,4.0,13.0,45.0,13.0,50.0,0.0,0.0
960,1.0,1079,1.0,0.3689574040858944,98.88866847349337,22200.0,23100.0,1.0,14.25,15.0,2017.0,7.0,28.0,5.0,6.0,10.0,6.0,25.0,0.0,0.0
961,1.0,1079,2.0,0.3689574040858944,98.88866847349337,23400.0,24000.0,2.0,7.6,10.0,2017.0,7.0,28.0,5.0,6.0,30.0,6.0,40.0,0.0,0.0
962,1.0,1079,3.0,0.3689574040858944,98.88866847349337,25800.0,26100.0,2.0,5.7,5.0,2017.0,7.0,28.0,5.0,7.0,10.0,7.0,15.0,0.0,0.0
963,1.0,1079,4.0,0.3689574040858944,98.88866847349337,29400.0,29700.0,2.0,2.85,5.0,2017.0,7.0,28.0,5.0,8.0,10.0,8.0,15.0,0.0,0.0
964,1.0,1079,5.0,0.3689574040858944,98.88866847349337,30000.0,30300.0,2.0,2.85,5.0,2017.0,7.0,28.0,5.0,8.0,20.0,8.0,25.0,0.0,0.0
965,1.0,1079,6.0,0.3689574040858944,98.88866847349337,32400.0,32700.0,2.0,0.76,5.0,2017.0,7.0,28.0,5.0,9.0,0.0,9.0,5.0,0.0,0.0
966,1.0,1079,7.0,0.3689574040858944,98.88866847349337,33000.0,33600.0,2.0,2.85,10.0,2017.0,7.0,28.0,5.0,9.0,10.0,9.0,20.0,0.0,0.0
967,1.0,1079,8.0,0.3689574040858944,98.88866847349337,36000.0,36900.0,8.0,14.25,15.0,2017.0,7.0,28.0,5.0,10.0,0.0,10.0,15.0,0.0,0.0
968,1.0,1079,9.0,0.3689574040858944,98.88866847349337,46500.0,47400.0,1.0,14.25,15.0,2017.0,7.0,28.0,5.0,12.0,55.0,13.0,10.0,0.0,0.0
969,1.0,1079,10.0,0.3689574040858944,98.88866847349337,48000.0,48300.0,2.0,0.48,5.0,2017.0,7.0,28.0,5.0,13.0,20.0,13.0,25.0,0.0,0.0
970,1.0,1079,11.0,0.3689574040858944,98.88866847349337,49500.0,50100.0,2.0,2.85,10.0,2017.0,7.0,28.0,5.0,13.0,45.0,13.0,55.0,0.0,0.0
971,1.0,1079,12.0,0.3689574040858944,98.88866847349337,52500.0,52800.0,2.0,1.43,5.0,2017.0,7.0,28.0,5.0,14.0,35.0,14.0,40.0,0.0,0.0
972,1.0,126,1.0,2.2454453746925944,601.8285600839206,23400.0,24000.0,1.0,4.75,10.0,2017.0,3.0,12.0,5.0,6.0,30.0,6.0,40.0,0.0,0.0
973,0.0,126,2.0,2.2454453746925944,601.8285600839206,43800.0,44400.0,4.0,0.88,10.0,2017.0,3.0,12.0,5.0,12.0,10.0,12.0,20.0,0.0,0.0
974,0.0,126,3.0,2.2454453746925944,601.8285600839206,45600.0,46200.0,9.0,0.88,10.0,2017.0,3.0,12.0,5.0,12.0,40.0,12.0,50.0,0.0,0.0
975,1.0,126,4.0,2.2454453746925944,601.8285600839206,57600.0,58200.0,8.0,4.75,10.0,2017.0,3.0,12.0,5.0,16.0,0.0,16.0,10.0,0.0,0.0
976,1.0,126,5.0,2.2454453746925944,601.8285600839206,65700.0,66300.0,6.0,2.85,10.0,2017.0,3.0,12.0,5.0,18.0,15.0,18.0,25.0,0.0,0.0
977,1.0,126,6.0,2.2454453746925944,601.8285600839206,66300.0,66900.0,4.0,2.38,10.0,2017.0,3.0,12.0,5.0,18.0,25.0,18.0,35.0,0.0,0.0
978,1.0,126,7.0,2.2454453746925944,601.8285600839206,71400.0,72000.0,6.0,2.38,10.0,2017.0,3.0,12.0,5.0,19.0,50.0,20.0,0.0,0.0,0.0
979,1.0,126,8.0,2.2454453746925944,601.8285600839206,72900.0,73500.0,8.0,2.85,10.0,2017.0,3.0,12.0,5.0,20.0,15.0,20.0,25.0,0.0,0.0
980,1.0,1090,1.0,0.3124737394595841,83.74980874729354,57600.0,58200.0,5.0,6.65,10.0,2017.0,3.0,12.0,3.0,16.0,0.0,16.0,10.0,0.0,0.0
981,1.0,1090,2.0,0.3124737394595841,83.74980874729354,58800.0,59400.0,8.0,6.65,10.0,2017.0,3.0,12.0,3.0,16.0,20.0,16.0,30.0,0.0,0.0
982,703.0,1507,1.0,0.39617704181003727,106.18412778956314,27000.0,27300.0,5.0,70703.0,5.0,2017.0,4.0,17.0,3.0,7.0,30.0,7.0,35.0,0.0,703.0
983,703.0,1507,2.0,0.39617704181003727,106.18412778956314,30600.0,30900.0,4.0,70703.0,5.0,2017.0,4.0,17.0,3.0,8.0,30.0,8.0,35.0,0.0,703.0
984,703.0,1507,3.0,0.39617704181003727,106.18412778956314,33300.0,33600.0,9.0,70703.0,5.0,2017.0,4.0,17.0,3.0,9.0,15.0,9.0,20.0,0.0,703.0
985,703.0,1507,4.0,0.39617704181003727,106.18412778956314,37500.0,38700.0,5.0,70703.0,20.0,2017.0,4.0,17.0,3.0,10.0,25.0,10.0,45.0,0.0,703.0
986,703.0,1507,5.0,0.39617704181003727,106.18412778956314,41400.0,42900.0,9.0,70703.0,25.0,2017.0,4.0,17.0,3.0,11.0,30.0,11.0,55.0,0.0,703.0
987,703.0,1507,6.0,0.39617704181003727,106.18412778956314,61200.0,61500.0,4.0,70703.0,5.0,2017.0,4.0,17.0,3.0,17.0,0.0,17.0,5.0,0.0,703.0
988,703.0,1507,7.0,0.39617704181003727,106.18412778956314,62100.0,62400.0,9.0,70703.0,5.0,2017.0,4.0,17.0,3.0,17.0,15.0,17.0,20.0,0.0,703.0
989,703.0,1507,8.0,0.39617704181003727,106.18412778956314,63900.0,64800.0,6.0,70703.0,15.0,2017.0,4.0,17.0,3.0,17.0,45.0,18.0,0.0,0.0,703.0
990,703.0,1507,9.0,0.39617704181003727,106.18412778956314,65100.0,66000.0,9.0,70703.0,15.0,2017.0,4.0,17.0,3.0,18.0,5.0,18.0,20.0,0.0,703.0
991,703.0,1507,10.0,0.39617704181003727,106.18412778956314,66600.0,68400.0,7.0,70703.0,30.0,2017.0,4.0,17.0,3.0,18.0,30.0,19.0,0.0,0.0,703.0
992,703.0,1507,11.0,0.39617704181003727,106.18412778956314,68700.0,69000.0,9.0,70703.0,5.0,2017.0,4.0,17.0,3.0,19.0,5.0,19.0,10.0,0.0,703.0
993,703.0,1507,12.0,0.39617704181003727,106.18412778956314,71100.0,71400.0,7.0,70703.0,5.0,2017.0,4.0,17.0,3.0,19.0,45.0,19.0,50.0,0.0,703.0
994,0.0,895,1.0,0.6035295652273155,161.75914734000403,29700.0,30300.0,6.0,0.78,10.0,2017.0,6.0,22.0,5.0,8.0,15.0,8.0,25.0,0.0,0.0
995,0.0,895,2.0,0.6035295652273155,161.75914734000403,31500.0,32400.0,6.0,0.78,15.0,2017.0,6.0,22.0,5.0,8.0,45.0,9.0,0.0,0.0,0.0
996,1.0,895,3.0,0.6035295652273155,161.75914734000403,33000.0,33600.0,6.0,1.9,10.0,2017.0,6.0,22.0,5.0,9.0,10.0,9.0,20.0,0.0,0.0
997,1.0,895,4.0,0.6035295652273155,161.75914734000403,35700.0,36300.0,6.0,1.9,10.0,2017.0,6.0,22.0,5.0,9.0,55.0,10.0,5.0,0.0,0.0
998,1.0,895,5.0,0.6035295652273155,161.75914734000403,37200.0,37800.0,8.0,1.9,10.0,2017.0,6.0,22.0,5.0,10.0,20.0,10.0,30.0,0.0,0.0
999,1.0,1497,1.0,1.2173276180456818,326.2704743459274,23100.0,24600.0,1.0,16.15,25.0,2017.0,2.0,5.0,4.0,6.0,25.0,6.0,50.0,0.0,1.0
1000,0.0,1497,2.0,1.2173276180456818,326.2704743459274,44100.0,44400.0,7.0,0.29,5.0,2017.0,2.0,5.0,4.0,12.0,15.0,12.0,20.0,0.0,0.0
1001,0.0,1497,3.0,1.2173276180456818,326.2704743459274,45600.0,45900.0,9.0,0.29,5.0,2017.0,2.0,5.0,4.0,12.0,40.0,12.0,45.0,0.0,0.0
1002,1.0,1497,4.0,1.2173276180456818,326.2704743459274,53700.0,55200.0,5.0,15.2,25.0,2017.0,2.0,5.0,4.0,14.0,55.0,15.0,20.0,0.0,1.0
1003,1.0,1497,5.0,1.2173276180456818,326.2704743459274,55500.0,55800.0,8.0,0.95,5.0,2017.0,2.0,5.0,4.0,15.0,25.0,15.0,30.0,0.0,0.0
1004,1.0,1497,6.0,1.2173276180456818,326.2704743459274,56400.0,57600.0,5.0,8.55,20.0,2017.0,2.0,5.0,4.0,15.0,40.0,16.0,0.0,0.0,0.0
1005,1.0,1497,7.0,1.2173276180456818,326.2704743459274,58200.0,59100.0,8.0,8.55,15.0,2017.0,2.0,5.0,4.0,16.0,10.0,16.0,25.0,0.0,0.0
1006,1.0,1497,8.0,1.2173276180456818,326.2704743459274,63000.0,64800.0,6.0,4.75,30.0,2017.0,2.0,5.0,4.0,17.0,30.0,18.0,0.0,0.0,0.0
1007,1.0,1497,9.0,1.2173276180456818,326.2704743459274,64800.0,66300.0,4.0,5.7,25.0,2017.0,2.0,5.0,4.0,18.0,0.0,18.0,25.0,0.0,0.0
1008,1.0,1497,10.0,1.2173276180456818,326.2704743459274,66900.0,67200.0,8.0,0.95,5.0,2017.0,2.0,5.0,4.0,18.0,35.0,18.0,40.0,0.0,0.0
1009,1.0,201,1.0,2.62168410343862,702.6687831065021,37800.0,38400.0,8.0,4.75,10.0,2017.0,5.0,20.0,7.0,10.0,30.0,10.0,40.0,0.0,0.0
1010,0.0,201,2.0,2.62168410343862,702.6687831065021,45000.0,52200.0,7.0,24.5,120.0,2017.0,5.0,20.0,7.0,12.0,30.0,14.0,30.0,0.0,0.0
1011,0.0,201,3.0,2.62168410343862,702.6687831065021,52200.0,59400.0,7.0,24.5,120.0,2017.0,5.0,20.0,7.0,14.0,30.0,16.0,30.0,0.0,0.0
1012,1.0,918,1.0,0.2977821135905081,79.81213110804651,27300.0,27900.0,6.0,2.85,10.0,2017.0,3.0,11.0,4.0,7.0,35.0,7.0,45.0,0.0,0.0
1013,1.0,918,2.0,0.2977821135905081,79.81213110804651,28200.0,28800.0,8.0,2.38,10.0,2017.0,3.0,11.0,4.0,7.0,50.0,8.0,0.0,0.0,0.0
1014,0.0,918,3.0,0.2977821135905081,79.81213110804651,29700.0,30000.0,1.0,0.29,5.0,2017.0,3.0,11.0,4.0,8.0,15.0,8.0,20.0,0.0,0.0
1015,1.0,918,4.0,0.2977821135905081,79.81213110804651,47700.0,53100.0,2.0,73.15,90.0,2017.0,3.0,11.0,4.0,13.0,15.0,14.0,45.0,0.0,0.0
1016,1.0,918,5.0,0.2977821135905081,79.81213110804651,65700.0,71100.0,9.0,73.15,90.0,2017.0,3.0,11.0,4.0,18.0,15.0,19.0,45.0,0.0,0.0
1017,0.0,918,6.0,0.2977821135905081,79.81213110804651,72900.0,73200.0,8.0,0.29,5.0,2017.0,3.0,11.0,4.0,20.0,15.0,20.0,20.0,0.0,0.0
1018,0.0,119,1.0,5.1723336666658835,1386.2987530076387,25800.0,27600.0,3.0,9.9,30.0,2017.0,4.0,17.0,4.0,7.0,10.0,7.0,40.0,0.0,1.0
1019,0.0,119,2.0,5.1723336666658835,1386.2987530076387,46800.0,50400.0,8.0,9.9,60.0,2017.0,4.0,17.0,4.0,13.0,0.0,14.0,0.0,0.0,1.0
1020,0.0,119,3.0,5.1723336666658835,1386.2987530076387,52200.0,52260.0,7.0,0.05,1.0,2017.0,4.0,17.0,4.0,14.0,30.0,14.0,31.0,0.0,0.0
1021,0.0,119,4.0,5.1723336666658835,1386.2987530076387,60000.0,60060.0,8.0,0.05,1.0,2017.0,4.0,17.0,4.0,16.0,40.0,16.0,41.0,0.0,0.0
1022,1.0,119,5.0,5.1723336666658835,1386.2987530076387,61800.0,63000.0,7.0,5.7,20.0,2017.0,4.0,17.0,4.0,17.0,10.0,17.0,30.0,0.0,1.0
1023,1.0,119,6.0,5.1723336666658835,1386.2987530076387,68700.0,69600.0,8.0,5.7,15.0,2017.0,4.0,17.0,4.0,19.0,5.0,19.0,20.0,0.0,1.0
1024,0.0,119,7.0,5.1723336666658835,1386.2987530076387,72000.0,72180.0,8.0,0.1,3.0,2017.0,4.0,17.0,4.0,20.0,0.0,20.0,3.0,0.0,0.0
1025,1.0,1791,1.0,0.09291588978957377,24.903494331778575,28800.0,30900.0,1.0,3.42,35.0,2017.0,7.0,28.0,4.0,8.0,0.0,8.0,35.0,0.0,1.0
1026,0.0,1791,2.0,0.09291588978957377,24.903494331778575,57600.0,60300.0,8.0,3.33,45.0,2017.0,7.0,28.0,4.0,16.0,0.0,16.0,45.0,0.0,0.0
1027,0.0,1791,3.0,0.09291588978957377,24.903494331778575,63600.0,63960.0,7.0,0.64,6.0,2017.0,7.0,28.0,4.0,17.0,40.0,17.0,46.0,0.0,0.0
1028,0.0,1791,4.0,0.09291588978957377,24.903494331778575,72120.0,72540.0,8.0,0.64,7.0,2017.0,7.0,28.0,4.0,20.0,2.0,20.0,9.0,0.0,0.0
1029,0.0,1849,1.0,0.32926764147998405,88.25094245779916,28500.0,30300.0,1.0,7.84,30.0,2016.0,7.0,29.0,2.0,7.0,55.0,8.0,25.0,0.0,0.0
1030,0.0,1849,2.0,0.32926764147998405,88.25094245779916,63000.0,64500.0,4.0,7.25,25.0,2016.0,7.0,29.0,2.0,17.0,30.0,17.0,55.0,0.0,1.0
1031,0.0,1849,3.0,0.32926764147998405,88.25094245779916,67800.0,68100.0,8.0,0.59,5.0,2016.0,7.0,29.0,2.0,18.0,50.0,18.0,55.0,0.0,1.0
1032,1.0,1712,1.0,0.14146009587819625,37.914405209417886,28800.0,30000.0,1.0,7.6,20.0,2017.0,3.0,9.0,3.0,8.0,0.0,8.0,20.0,0.0,0.0
1033,1.0,1712,2.0,0.14146009587819625,37.914405209417886,43200.0,44400.0,8.0,7.6,20.0,2017.0,3.0,9.0,3.0,12.0,0.0,12.0,20.0,0.0,0.0
1034,1.0,1712,3.0,0.14146009587819625,37.914405209417886,52200.0,53400.0,1.0,7.6,20.0,2017.0,3.0,9.0,3.0,14.0,30.0,14.0,50.0,0.0,0.0
1035,1.0,1712,4.0,0.14146009587819625,37.914405209417886,64800.0,66000.0,8.0,7.6,20.0,2017.0,3.0,9.0,3.0,18.0,0.0,18.0,20.0,0.0,0.0
1036,0.0,802,1.0,1.3164105355438698,352.8268672285697,33900.0,35400.0,5.0,12.6,25.0,2017.0,6.0,23.0,3.0,9.0,25.0,9.0,50.0,0.0,1.0
1037,0.0,802,2.0,1.3164105355438698,352.8268672285697,44700.0,45900.0,8.0,11.7,20.0,2017.0,6.0,23.0,3.0,12.0,25.0,12.0,45.0,0.0,1.0
1038,703.0,802,3.0,1.3164105355438698,352.8268672285697,63000.0,64500.0,7.0,23.75,25.0,2017.0,6.0,23.0,3.0,17.0,30.0,17.0,55.0,0.0,703.0
1039,703.0,802,4.0,1.3164105355438698,352.8268672285697,71400.0,73500.0,8.0,23.75,35.0,2017.0,6.0,23.0,3.0,19.0,50.0,20.0,25.0,0.0,703.0
1040,0.0,403,1.0,0.5269601012332732,141.236853285872,26400.0,27480.0,3.0,2.25,18.0,2016.0,11.0,45.0,5.0,7.0,20.0,7.0,38.0,0.0,1.0
1041,0.0,403,2.0,0.5269601012332732,141.236853285872,47640.0,48420.0,8.0,2.25,13.0,2016.0,11.0,45.0,5.0,13.0,14.0,13.0,27.0,0.0,1.0
1042,0.0,403,3.0,0.5269601012332732,141.236853285872,56940.0,57360.0,7.0,0.98,7.0,2016.0,11.0,45.0,5.0,15.0,49.0,15.0,56.0,0.0,0.0
1043,0.0,403,4.0,0.5269601012332732,141.236853285872,63360.0,64800.0,8.0,0.98,24.0,2016.0,11.0,45.0,5.0,17.0,36.0,18.0,0.0,0.0,0.0
1044,0.0,464,1.0,1.026846529308515,275.217368957603,28800.0,30600.0,5.0,1.47,30.0,2016.0,11.0,45.0,1.0,8.0,0.0,8.0,30.0,0.0,0.0
1045,1.0,464,2.0,1.026846529308515,275.217368957603,55800.0,58500.0,8.0,3.8,45.0,2016.0,11.0,45.0,1.0,15.0,30.0,16.0,15.0,0.0,0.0
1046,0.0,270,1.0,0.8451542178566543,226.51984845151526,27300.0,27900.0,3.0,1.18,10.0,2017.0,7.0,27.0,4.0,7.0,35.0,7.0,45.0,0.0,0.0
1047,0.0,270,2.0,0.8451542178566543,226.51984845151526,46800.0,47700.0,8.0,1.18,15.0,2017.0,7.0,27.0,4.0,13.0,0.0,13.0,15.0,0.0,0.0
1048,1.0,270,3.0,0.8451542178566543,226.51984845151526,61200.0,62100.0,7.0,2.66,15.0,2017.0,7.0,27.0,4.0,17.0,0.0,17.0,15.0,0.0,0.0
1049,1.0,270,4.0,0.8451542178566543,226.51984845151526,70200.0,70800.0,8.0,2.66,10.0,2017.0,7.0,27.0,4.0,19.0,30.0,19.0,40.0,0.0,0.0
1050,0.0,628,1.0,0.9132535430626314,244.77195972231857,20100.0,21300.0,1.0,2.94,20.0,2016.0,11.0,44.0,2.0,5.0,35.0,5.0,55.0,0.0,0.0
1051,0.0,628,2.0,0.9132535430626314,244.77195972231857,45000.0,46800.0,10.0,1.47,30.0,2016.0,11.0,44.0,2.0,12.0,30.0,13.0,0.0,0.0,0.0
1052,0.0,628,3.0,0.9132535430626314,244.77195972231857,55800.0,57000.0,8.0,2.94,20.0,2016.0,11.0,44.0,2.0,15.0,30.0,15.0,50.0,0.0,0.0
1053,0.0,628,4.0,0.9132535430626314,244.77195972231857,59400.0,60000.0,10.0,0.88,10.0,2016.0,11.0,44.0,2.0,16.0,30.0,16.0,40.0,0.0,0.0
1054,0.0,534,1.0,0.36934869152099703,98.9935420795498,39900.0,41700.0,7.0,5.85,30.0,2017.0,4.0,16.0,7.0,11.0,5.0,11.0,35.0,0.0,1.0
1055,0.0,534,2.0,0.36934869152099703,98.9935420795498,43200.0,46200.0,7.0,11.25,50.0,2017.0,4.0,16.0,7.0,12.0,0.0,12.0,50.0,0.0,1.0
1056,0.0,534,3.0,0.36934869152099703,98.9935420795498,46800.0,50400.0,8.0,4.95,60.0,2017.0,4.0,16.0,7.0,13.0,0.0,14.0,0.0,0.0,1.0
1057,1.0,1910,1.0,1.1170805321424881,299.4020588227987,53100.0,54600.0,4.0,14.25,25.0,2017.0,2.0,8.0,3.0,14.0,45.0,15.0,10.0,0.0,1.0
1058,1.0,1910,2.0,1.1170805321424881,299.4020588227987,59400.0,61200.0,8.0,14.25,30.0,2017.0,2.0,8.0,3.0,16.0,30.0,17.0,0.0,0.0,1.0
1059,1.0,406,1.0,0.19154299930944096,51.33772068908056,28800.0,29700.0,1.0,9999.0,15.0,2017.0,4.0,17.0,3.0,8.0,0.0,8.0,15.0,0.0,0.0
1060,1.0,406,2.0,0.19154299930944096,51.33772068908056,47700.0,52200.0,1.0,77.9,75.0,2017.0,4.0,17.0,3.0,13.0,15.0,14.0,30.0,0.0,0.0
1061,1.0,406,3.0,0.19154299930944096,51.33772068908056,63000.0,66600.0,2.0,77.9,60.0,2017.0,4.0,17.0,3.0,17.0,30.0,18.0,30.0,0.0,0.0
1062,1.0,406,4.0,0.19154299930944096,51.33772068908056,67500.0,68400.0,8.0,7.6,15.0,2017.0,4.0,17.0,3.0,18.0,45.0,19.0,0.0,0.0,0.0
1063,0.0,983,1.0,0.11385222811145028,30.514891735471693,43800.0,44700.0,10.0,0.98,15.0,2017.0,3.0,13.0,5.0,12.0,10.0,12.0,25.0,0.0,0.0
1064,0.0,983,2.0,0.11385222811145028,30.514891735471693,48300.0,49200.0,8.0,0.98,15.0,2017.0,3.0,13.0,5.0,13.0,25.0,13.0,40.0,0.0,0.0
1065,1.0,983,3.0,0.11385222811145028,30.514891735471693,53700.0,54120.0,4.0,2.19,7.0,2017.0,3.0,13.0,5.0,14.0,55.0,15.0,2.0,0.0,0.0
1066,1.0,983,4.0,0.11385222811145028,30.514891735471693,57600.0,57780.0,5.0,1.9,3.0,2017.0,3.0,13.0,5.0,16.0,0.0,16.0,3.0,0.0,0.0
1067,1.0,983,5.0,0.11385222811145028,30.514891735471693,58200.0,58320.0,5.0,0.29,2.0,2017.0,3.0,13.0,5.0,16.0,10.0,16.0,12.0,0.0,0.0
1068,1.0,643,1.0,0.14187300002951472,38.025072569061265,27000.0,27900.0,1.0,16.15,15.0,2017.0,3.0,10.0,2.0,7.0,30.0,7.0,45.0,0.0,0.0
1069,1.0,643,2.0,0.14187300002951472,38.025072569061265,59400.0,60300.0,8.0,16.15,15.0,2017.0,3.0,10.0,2.0,16.0,30.0,16.0,45.0,0.0,0.0
1070,1.0,643,3.0,0.14187300002951472,38.025072569061265,61200.0,61680.0,5.0,4.75,8.0,2017.0,3.0,10.0,2.0,17.0,0.0,17.0,8.0,0.0,0.0
1071,1.0,643,4.0,0.14187300002951472,38.025072569061265,62400.0,63000.0,8.0,4.75,10.0,2017.0,3.0,10.0,2.0,17.0,20.0,17.0,30.0,0.0,0.0
1072,0.0,140,1.0,0.7863215737176756,210.75141074773074,33300.0,34200.0,1.0,0.98,15.0,2016.0,8.0,32.0,5.0,9.0,15.0,9.0,30.0,0.0,0.0
1073,0.0,140,2.0,0.7863215737176756,210.75141074773074,58200.0,59100.0,8.0,0.98,15.0,2016.0,8.0,32.0,5.0,16.0,10.0,16.0,25.0,0.0,0.0
1074,0.0,1189,1.0,0.06483543293846275,17.377316628383586,34200.0,35100.0,7.0,1.18,15.0,2016.0,6.0,25.0,7.0,9.0,30.0,9.0,45.0,0.0,0.0
1075,0.0,1189,2.0,0.06483543293846275,17.377316628383586,42600.0,43500.0,8.0,1.18,15.0,2016.0,6.0,25.0,7.0,11.0,50.0,12.0,5.0,0.0,0.0
1076,0.0,1189,3.0,0.06483543293846275,17.377316628383586,58200.0,58500.0,7.0,1.08,5.0,2016.0,6.0,25.0,7.0,16.0,10.0,16.0,15.0,0.0,0.0
1077,0.0,1189,4.0,0.06483543293846275,17.377316628383586,61500.0,61800.0,8.0,1.08,5.0,2016.0,6.0,25.0,7.0,17.0,5.0,17.0,10.0,0.0,0.0
1078,1.0,1991,1.0,0.3135981898169442,84.05118608075395,21300.0,23100.0,1.0,23.75,30.0,2016.0,6.0,26.0,1.0,5.0,55.0,6.0,25.0,0.0,0.0
1079,1.0,1991,2.0,0.3135981898169442,84.05118608075395,59400.0,61200.0,8.0,23.75,30.0,2016.0,6.0,26.0,1.0,16.0,30.0,17.0,0.0,0.0,0.0
1080,1.0,1991,3.0,0.3135981898169442,84.05118608075395,64200.0,64800.0,5.0,4.75,10.0,2016.0,6.0,26.0,1.0,17.0,50.0,18.0,0.0,0.0,0.0
1081,1.0,1991,4.0,0.3135981898169442,84.05118608075395,65400.0,66000.0,5.0,9.5,10.0,2016.0,6.0,26.0,1.0,18.0,10.0,18.0,20.0,0.0,0.0
1082,1.0,1991,5.0,0.3135981898169442,84.05118608075395,66300.0,66600.0,8.0,9.5,5.0,2016.0,6.0,26.0,1.0,18.0,25.0,18.0,30.0,0.0,0.0
1083,0.0,2071,1.0,0.1927933128413764,51.672832111099076,30600.0,34200.0,7.0,3.43,60.0,2017.0,8.0,31.0,4.0,8.0,30.0,9.0,30.0,0.0,0.0
1084,1.0,2071,2.0,0.1927933128413764,51.672832111099076,39600.0,40200.0,4.0,2.57,10.0,2017.0,8.0,31.0,4.0,11.0,0.0,11.0,10.0,0.0,1.0
1085,1.0,2071,3.0,0.1927933128413764,51.672832111099076,44400.0,45000.0,8.0,2.57,10.0,2017.0,8.0,31.0,4.0,12.0,20.0,12.0,30.0,0.0,1.0
1086,1.0,2071,4.0,0.1927933128413764,51.672832111099076,55800.0,56400.0,4.0,2.57,10.0,2017.0,8.0,31.0,4.0,15.0,30.0,15.0,40.0,0.0,1.0
1087,1.0,2071,5.0,0.1927933128413764,51.672832111099076,57600.0,58200.0,8.0,2.57,10.0,2017.0,8.0,31.0,4.0,16.0,0.0,16.0,10.0,0.0,1.0
1088,0.0,2071,6.0,0.1927933128413764,51.672832111099076,58800.0,64200.0,7.0,3.92,90.0,2017.0,8.0,31.0,4.0,16.0,20.0,17.0,50.0,0.0,0.0
1089,703.0,1804,1.0,1.105369270243112,296.26318402980485,22500.0,23400.0,10.0,70703.0,15.0,2017.0,7.0,30.0,2.0,6.0,15.0,6.0,30.0,0.0,703.0
1090,703.0,1804,2.0,1.105369270243112,296.26318402980485,24600.0,73800.0,7.0,70703.0,39.0,2017.0,7.0,30.0,2.0,6.0,50.0,20.0,30.0,0.0,703.0
1091,1.0,1310,1.0,1.2756269945414143,341.89598463696285,30600.0,30900.0,4.0,1.05,5.0,2017.0,3.0,11.0,5.0,8.0,30.0,8.0,35.0,0.0,0.0
1092,1.0,1310,2.0,1.2756269945414143,341.89598463696285,32400.0,32700.0,8.0,1.05,5.0,2017.0,3.0,11.0,5.0,9.0,0.0,9.0,5.0,0.0,0.0
1093,1.0,1310,3.0,1.2756269945414143,341.89598463696285,38700.0,39300.0,7.0,2.85,10.0,2017.0,3.0,11.0,5.0,10.0,45.0,10.0,55.0,0.0,0.0
1094,1.0,1310,4.0,1.2756269945414143,341.89598463696285,45000.0,45600.0,8.0,2.85,10.0,2017.0,3.0,11.0,5.0,12.0,30.0,12.0,40.0,0.0,0.0
1095,0.0,1310,5.0,1.2756269945414143,341.89598463696285,54000.0,55800.0,7.0,1.18,30.0,2017.0,3.0,11.0,5.0,15.0,0.0,15.0,30.0,0.0,0.0
1096,0.0,1578,1.0,1.7354211191641202,465.1308845260831,28800.0,30900.0,1.0,8.82,35.0,2016.0,11.0,45.0,3.0,8.0,0.0,8.0,35.0,0.0,0.0
1097,0.0,1578,2.0,1.7354211191641202,465.1308845260831,61800.0,63900.0,8.0,8.82,35.0,2016.0,11.0,45.0,3.0,17.0,10.0,17.0,45.0,0.0,0.0
1098,0.0,1578,3.0,1.7354211191641202,465.1308845260831,64800.0,65400.0,4.0,0.98,10.0,2016.0,11.0,45.0,3.0,18.0,0.0,18.0,10.0,0.0,0.0
1099,0.0,1578,4.0,1.7354211191641202,465.1308845260831,66900.0,67500.0,8.0,0.98,10.0,2016.0,11.0,45.0,3.0,18.0,35.0,18.0,45.0,0.0,0.0
1100,0.0,1578,5.0,1.7354211191641202,465.1308845260831,69000.0,69900.0,7.0,1.47,15.0,2016.0,11.0,45.0,3.0,19.0,10.0,19.0,25.0,0.0,0.0
1101,0.0,1578,6.0,1.7354211191641202,465.1308845260831,79800.0,80700.0,8.0,1.47,15.0,2016.0,11.0,45.0,3.0,22.0,10.0,22.0,25.0,0.0,0.0
1102,0.0,861,1.0,0.4760248298779695,127.585084526437,50400.0,53400.0,10.0,3.43,50.0,2017.0,3.0,12.0,2.0,14.0,0.0,14.0,50.0,0.0,0.0
1103,0.0,861,2.0,0.4760248298779695,127.585084526437,53400.0,56700.0,8.0,3.43,55.0,2017.0,3.0,12.0,2.0,14.0,50.0,15.0,45.0,0.0,0.0
1104,0.0,861,3.0,0.4760248298779695,127.585084526437,60000.0,60060.0,6.0,0.1,1.0,2017.0,3.0,12.0,2.0,16.0,40.0,16.0,41.0,0.0,0.0
